Gene names,Day_00,Day_01,Day_02,Day_03,Day_05,Day_07,Day_10,Day_14,Day_18,Day_21,Max intensity change,Category,,Category,Count
Nnt,0,-0.0216866,0.300367,0.602135,0.901808,1.36664,1.19288,1.23461,1.57343,1.87632,1.87632,2,,,
Cutc,0,-0.162151,0.00720024,0.621353,0.740936,1.18539,1.3521,1.47787,1.47981,1.87857,1.87857,2,,,
Mras,0,0.405973,0.505234,0.746227,1.11402,1.33466,1.62878,1.87966,1.75266,1.52892,1.87966,2,,,
Mocs1,0,0.196818,0.471286,0.71363,0.998895,1.58231,1.16734,1.43409,1.64477,1.88037,1.88037,2,,,
Ctnna2,0,0.354914,1.11069,1.2817,1.36162,1.36032,1.35703,0.978411,1.26934,1.88093,1.88093,2,,,
Abhd1,0,0.507107,1.1673,1.66847,1.39319,1.84129,1.39902,1.5825,1.32217,1.88145,1.88145,2,,,
Dhtkd1,0,-0.107818,0.315965,0.820933,1.31948,1.88283,0.918886,1.06409,1.47262,1.69167,1.88283,2,,,
Idh3g,0,0.0975609,0.469172,0.869186,1.00096,1.29752,1.09499,0.976355,1.26238,1.88303,1.88303,2,,,
Ptpn4,0,0.392153,0.383375,0.470551,0.938359,1.22928,1.53385,1.48103,1.71941,1.88344,1.88344,2,,,
Ftl1;Ftl2,0,-0.670658,-0.996359,-0.698915,-0.679239,0.0522499,0.166822,0.945116,1.08523,1.88457,1.88457,2,,,
Nrp1,0,0.844482,1.0835,1.25795,1.30731,1.47858,1.56066,1.51309,1.32005,1.88607,1.88607,2,,,
Kit,0,1.8634,1.88616,0.479996,0.838314,-0.305698,-0.106998,0.225073,-0.192902,-0.698025,1.88616,2,,,
Pttg1ip,0,-0.453245,0.0674686,0.770962,0.40065,0.676056,1.33122,1.53646,1.88758,1.76878,1.88758,2,,,
Syn2,0,0.958164,0.971111,1.15874,1.47526,1.81205,1.69712,1.82718,1.88926,1.85526,1.88926,2,,,
Lgalsl,0,0.938068,1.44828,1.4406,1.60315,1.31373,1.70081,1.88965,1.69689,1.3324,1.88965,2,,,
Fam73b,0,-0.0492878,0.854771,1.16805,1.42027,1.75197,1.83007,1.67833,1.79099,1.8915,1.8915,2,,,
Immt,0,-0.115038,0.164639,0.544212,0.761961,1.22054,1.22455,1.46326,1.62305,1.89711,1.89711,2,,,
Ndufv1,0,0.136831,0.496698,0.878641,1.1597,1.79291,1.60166,1.89977,1.86864,1.64968,1.89977,2,,,
Myo18a,0,1.65141,1.85185,1.48499,1.90149,1.01301,0.996576,1.01293,0.87236,0.30555,1.90149,2,,,
Sgip1,0,-0.0467243,0.539874,0.990094,1.24819,1.24893,1.30428,1.73612,1.90163,1.26946,1.90163,2,,,
Ppp1r18,0,-1.3598,1.56333,1.90304,1.64012,1.21201,1.33195,1.54857,-0.711634,1.48665,1.90304,2,,,
Lipe,0,-0.0600195,1.46259,1.905,1.75132,1.53549,1.24415,0.909207,0.807994,1.51835,1.905,2,,,
Iap,0,0.550882,0.867113,1.26417,1.1176,1.80572,1.58081,1.62385,1.61731,1.91088,1.91088,2,,,
Itga9,0,-0.305067,0.344226,0.93236,0.280222,1.49718,1.19835,0.669955,0.682607,1.91271,1.91271,2,,,
mt-Co3,0,0.686554,-0.169664,0.0989437,0.766293,0.950741,1.08662,0.622017,1.42904,1.91322,1.91322,2,,,
Ccbl2,0,-0.162056,0.320778,0.50732,0.792002,1.2039,1.10751,1.33184,1.57306,1.91588,1.91588,2,,,
S100a13,0,-0.389826,0.376501,0.778465,1.12559,1.443,1.75667,1.91679,1.85372,1.76095,1.91679,2,,,
Ldhb,0,0.00964737,0.0779514,0.46278,0.603298,1.07468,1.5098,1.67822,1.88195,1.91835,1.91835,2,,,
Ndufa11,0,-0.127382,0.342287,0.754374,0.894457,1.66554,1.44037,1.91839,1.76549,1.7398,1.91839,2,,,
Tmem135,0,0.421576,1.29526,1.52653,1.69341,1.50401,1.72697,1.92196,1.69216,1.8088,1.92196,2,,,
Ndufa12,0,0.139738,0.332108,0.862532,1.23429,1.66973,1.56195,1.50417,1.63507,1.92274,1.92274,2,,,
Micu2,0,0.312738,0.728497,0.763304,1.0978,1.63186,1.29486,0.958113,1.35044,1.92279,1.92279,2,,,
Ndufb7,0,-0.0368271,0.164618,0.707857,0.929102,1.69573,1.50606,1.6754,1.88012,1.92387,1.92387,2,,,
Cox6a1,0,-0.407955,0.155306,0.182154,0.387331,1.27672,0.984125,1.46453,1.73515,1.92525,1.92525,2,,,
Kbtbd11,0,-0.408108,0.166018,0.820725,1.24328,1.65924,1.92689,1.84649,1.86137,1.87626,1.92689,2,,,
Atp5b,0,0.386717,0.452696,0.741442,0.92757,1.38978,1.22306,1.51402,1.74875,1.927,1.927,2,,,
Ndufs6,0,0.0287514,0.560873,0.98575,1.27279,1.75569,1.67677,1.79037,1.79517,1.93073,1.93073,2,,,
Ccdc127,0,0.224277,0.325267,0.631379,0.878976,1.66886,1.37152,1.18505,1.67181,1.9315,1.9315,2,,,
Nlrx1,0,0.265505,0.353983,0.665705,1.08367,1.58157,1.34046,1.58322,1.6548,1.93266,1.93266,2,,,
Atp5sl,0,-0.0146265,0.441819,0.687929,1.16916,1.93373,0.94285,0.766637,0.601648,1.11915,1.93373,2,,,
Kxd1,0,0.43664,0.894068,0.56044,1.23322,1.34212,1.43899,1.70997,1.93533,1.43365,1.93533,2,,,
Nhlrc3,0,0.060957,0.342426,0.348305,0.434233,1.11914,1.13623,1.15594,1.34996,1.93559,1.93559,2,,,
Pacs2,0,0.358974,0.97057,1.08187,1.3907,1.45506,1.71061,1.87001,1.7571,1.93621,1.93621,2,,,
Abcd4,0,0.195789,1.20263,1.28571,1.41573,1.63867,1.42944,1.09106,1.29057,1.94234,1.94234,2,,,
Aldh3b1;Aldh3b2;1700055N04Rik,0,0.335403,0.653347,1.15558,1.58385,1.90357,1.94463,1.82093,1.75414,1.71458,1.94463,2,,,
Glb1l,0,0.0660439,0.501952,1.16293,1.23918,1.84254,1.44172,1.51031,1.70091,1.94505,1.94505,2,,,
Nipsnap1,0,-0.0657234,0.104216,0.411066,0.766485,1.21528,1.04654,1.24114,1.65468,1.94735,1.94735,2,,,
Nefl,0,1.63854,1.78807,1.51142,1.94808,1.29639,1.21273,0.890651,0.929763,0.53458,1.94808,2,,,
Clip2,0,1.7237,1.94923,1.62473,1.92265,1.26464,1.65294,1.91337,1.86194,1.19506,1.94923,2,,,
Mtnd2,0,0.321301,0.45734,0.731485,1.24854,1.67511,1.54679,1.05764,1.24899,1.94929,1.94929,2,,,
Cox6c,0,0.0633411,0.402733,0.486258,0.792204,1.18191,1.29655,1.51587,1.66949,1.95217,1.95217,2,,,
Epha4,0,-0.209104,0.915691,0.820723,1.4392,1.42292,1.13253,1.15448,1.12344,1.95239,1.95239,2,,,
Lamtor3,0,0.332848,0.335396,0.444756,1.02858,1.33604,1.423,1.46292,1.61718,1.95344,1.95344,2,,,
Coq9,0,0.11145,0.665413,1.05361,1.19434,1.35258,1.22242,1.20812,1.36365,1.95794,1.95794,2,,,
Letm1,0,-0.0649033,0.329441,0.707508,0.91923,1.45238,1.31465,1.51287,1.74768,1.95807,1.95807,2,,,
Nrbp2,0,0.448104,1.61347,1.95833,1.76137,1.92391,1.49028,0.826608,0.725968,1.94317,1.95833,2,,,
Mecp2,0,-0.375837,0.350225,0.478836,0.80806,1.09605,1.05477,1.59325,1.5991,1.95835,1.95835,2,,,
Slc25a20,0,0.0830956,0.503399,0.786278,0.971539,1.43615,1.35941,1.43989,1.64097,1.95846,1.95846,2,,,
Uqcrh,0,0.240852,0.804753,1.16004,1.18012,1.56282,1.20392,1.19557,1.59325,1.9609,1.9609,2,,,
Carkd,0,0.0530472,0.0762234,0.557816,0.864534,1.44237,1.3721,1.4792,1.74623,1.96124,1.96124,2,,,
Aox1,0,0.783642,0.879713,0.818756,1.5945,1.21646,1.81089,1.96132,1.94446,1.6426,1.96132,2,,,
Mcam,0,1.33945,1.9622,1.49957,1.4136,0.743406,0.422907,0.283054,-0.504145,-0.490242,1.9622,2,,,
Slc44a2,0,0.103352,0.743685,1.22923,1.218,1.96285,1.55733,1.41789,1.24856,1.72683,1.96285,2,,,
Nav1,0,1.9654,1.91663,1.25371,1.79801,0.292366,1.07542,1.40155,1.02952,-0.457502,1.9654,2,,,
Tril,0,0.729837,1.54441,1.82362,1.81541,1.89824,1.62718,1.87438,1.70398,1.96682,1.96682,2,,,
Gatm,0,0.317936,1.42368,1.59734,1.96847,1.63371,1.61932,1.67682,1.54245,1.15661,1.96847,2,,,
Fh,0,-0.121565,0.399982,0.704304,0.876366,1.27153,1.13454,1.28878,1.48553,1.97172,1.97172,2,,,
Dnajb2,0,0.830084,0.934473,1.09276,1.21316,1.51861,1.44035,1.71268,1.83167,1.97175,1.97175,2,,,
Ptprj,0,0.830105,1.1769,1.09894,1.51146,1.24374,1.63004,1.97383,1.81022,1.37577,1.97383,2,,,
Tollip,0,0.216955,0.394873,0.431013,1.02815,1.20688,1.4966,1.81716,1.73348,1.97621,1.97621,2,,,
Fuom,0,0.321985,0.791925,1.05495,1.14115,1.33563,1.64455,1.62281,1.61385,1.97844,1.97844,2,,,
Gramd4,0,-0.429171,0.0842819,0.199503,-0.25378,0.185913,1.97889,0.331091,0.222654,0.294468,1.97889,2,,,
Serpinb6,0,0.822317,0.413296,0.830854,0.916618,1.32642,1.63243,1.62741,1.65021,1.98252,1.98252,2,,,
Kcnk13,0,0.419649,1.96595,1.79835,1.98255,1.36913,1.2553,1.54558,1.84695,1.10552,1.98255,2,,,
Pex26,0,0.941287,0.891034,1.16391,1.98314,0.978015,1.43942,0.712729,1.02146,1.11742,1.98314,2,,,
Apoo,0,-0.125061,0.119881,0.469866,0.563084,1.15905,1.23092,1.36799,1.71447,1.98345,1.98345,2,,,
Nfat5,0,0.799804,1.28697,1.14787,1.86874,1.03471,1.66578,1.98443,1.90949,1.34805,1.98443,2,,,
Ppox,0,0.245991,0.491951,0.848978,1.01237,1.57283,1.42317,1.64723,1.82196,1.98524,1.98524,2,,,
Ndufa13,0,-0.263712,0.73152,1.19958,1.4191,1.689,1.39281,1.35677,1.48957,1.99346,1.99346,2,,,
Polg2,0,-0.195866,0.0628242,0.392384,0.949987,1.54936,1.00447,1.563,1.74361,1.99702,1.99702,2,,,
Gpc6,0,0.936392,1.66956,1.61346,1.99744,0.811947,0.974867,0.770498,0.631979,0.170006,1.99744,2,,,
Hfe,0,0.533844,1.11228,1.41753,1.76143,1.43908,1.84106,1.80323,2.00425,1.6851,2.00425,3,,,
Comtd1,0,-0.0461712,0.0463943,0.592213,0.853119,1.40826,1.2998,1.34347,1.81891,2.00729,2.00729,3,,,
Pdp1,0,-0.415613,-0.127359,0.112803,0.429625,1.16619,1.06387,1.52106,1.76471,2.01001,2.01001,3,,,
Tomm5,0,-0.889809,1.26618,1.44255,1.46509,2.01107,1.55469,1.74424,1.9378,1.7052,2.01107,3,,,
Ptrh1,0,-0.260682,0.46326,1.10993,0.683147,1.10116,1.34979,1.61492,1.72871,2.01256,2.01256,3,,,
Uqcrc2,0,0.091116,0.321699,0.643723,0.920185,1.35934,1.26593,1.45376,1.64338,2.01698,2.01698,3,,,
Dguok,0,0.518192,0.429722,0.750093,1.06664,1.55903,1.41303,1.48385,1.76521,2.0177,2.0177,3,,,
Nos1ap,0,0.866872,1.23055,1.55353,1.80812,2.0187,1.71765,1.89993,1.63935,1.78184,2.0187,3,,,
Man2b1,0,-0.3167,0.105593,0.669243,0.535965,1.27083,1.25822,1.53465,1.73108,2.01998,2.01998,3,,,
Maob,0,0.026638,0.0471191,0.814054,0.655766,1.44324,1.30706,1.57776,1.97166,2.02101,2.02101,3,,,
Lace1,0,0.184755,0.410662,0.762497,0.944855,1.42626,1.61653,1.70704,1.82866,2.02301,2.02301,3,,,
Ninl,0,0.646822,1.1876,1.73402,2.0272,1.51097,1.32331,1.41899,1.118,0.98052,2.0272,3,,,
Ndufb6,0,0.075985,0.373863,0.87607,1.11311,1.74533,1.55622,1.57851,1.93085,2.0286,2.0286,3,,,
Cpne2,0,1.97379,2.02864,1.88144,1.36139,0.912786,0.432484,0.157631,-0.0429745,-0.504164,2.02864,3,,,
Dgkb,0,0.281218,0.411846,0.507303,0.69573,1.25596,1.37958,1.39667,1.62833,2.02889,2.02889,3,,,
Creg1,0,0.0386858,-0.481721,-0.358144,-0.371911,-0.000958443,0.420623,0.378255,1.33921,2.0316,2.0316,3,,,
Slc38a3,0,0.632236,1.02152,1.13671,1.70177,1.6807,1.93446,1.79223,2.03274,1.77187,2.03274,3,,,
Slc29a2,0,-0.00507832,-0.0788603,0.501521,0.535187,1.39743,1.32482,2.0342,1.92633,1.87511,2.0342,3,,,
Ghitm,0,0.114115,0.305723,0.803904,1.08821,1.2632,1.42889,1.52227,2.00294,2.03502,2.03502,3,,,
Ndufs8,0,-0.0791016,0.581699,1.04376,1.30314,1.83976,1.59606,1.7707,1.86864,2.03808,2.03808,3,,,
Galns,0,0.658875,-0.642333,-0.558241,-0.233323,0.452446,0.927594,1.25286,2.0407,0.978339,2.0407,3,,,
Tnfrsf21,0,1.44189,2.04078,1.66311,1.73227,0.549135,0.896324,1.23794,0.830753,0.0288639,2.04078,3,,,
Jag1,0,2.04174,1.73394,0.720337,1.50989,-0.209797,1.53348,1.79328,1.88302,0.536989,2.04174,3,,,
Scamp1,0,0.395992,1.04151,1.05551,1.3833,1.53704,1.66863,1.95309,1.9481,2.04229,2.04229,3,,,
Mtnd1,0,0.0391426,0.647327,1.10912,1.46213,1.80585,1.50619,1.14809,1.48988,2.04243,2.04243,3,,,
Ndufa2,0,-0.173248,0.546675,1.2618,1.41581,1.81955,1.52117,1.97097,1.66289,2.043,2.043,3,,,
Cnrip1,0,0.661083,0.840492,1.27102,1.35351,1.7645,1.88794,1.97598,1.94973,2.04328,2.04328,3,,,
Cd99l2,0,0.575266,0.887604,1.28752,1.12949,1.86143,1.78296,1.91174,1.9784,2.04364,2.04364,3,,,
Aldh1l2,0,0.445847,0.921446,1.19718,1.30041,1.7503,1.49198,1.53942,1.87427,2.04394,2.04394,3,,,
Ndufb9,0,0.0428638,0.644123,1.06672,1.35683,1.77044,1.47574,1.51292,1.73221,2.04409,2.04409,3,,,
Sts,0,0.234097,0.825413,1.35848,1.43238,2.04838,1.5465,1.3245,1.24398,1.2917,2.04838,3,,,
Cyc1,0,0.431211,0.575689,0.820572,1.11295,1.52504,1.47024,1.57464,1.87801,2.04877,2.04877,3,,,
Lmbrd1,0,-0.173965,0.393848,0.96092,0.485321,1.63736,1.53908,1.81666,2.05143,1.9683,2.05143,3,,,
Dtna,0,0.509167,1.01687,1.51522,1.35023,1.96686,1.65489,1.54899,1.54612,2.05402,2.05402,3,,,
Mecr,0,-0.0877895,0.249165,0.484571,0.9429,1.43991,1.36364,1.55013,1.76818,2.05421,2.05421,3,,,
Acsf3,0,-0.0189934,0.471161,0.869705,1.15852,1.70104,1.59436,1.6139,1.83916,2.05895,2.05895,3,,,
Hmga1,0,-0.0539083,0.106397,-0.306462,0.247731,0.439017,0.692603,1.20105,1.45932,2.05956,2.05956,3,,,
Hacl1,0,1.11789,1.19182,1.49274,1.53623,1.69324,1.85644,1.88952,1.88853,2.06033,2.06033,3,,,
Nme3,0,0.140528,0.37005,0.831896,1.0116,1.61856,1.53196,1.50173,1.75467,2.06071,2.06071,3,,,
Tmem9b,0,0.374207,1.00884,1.33989,1.57636,1.20713,1.43534,2.06421,1.84154,2.0206,2.06421,3,,,
Plbd2,0,0.143541,0.775867,0.925838,0.876707,1.27498,1.24022,1.47991,1.54412,2.07133,2.07133,3,,,
Atg9a,0,1.58965,1.36671,1.32256,1.53796,1.6656,1.85742,1.86981,1.9131,2.0723,2.0723,3,,,
Uqcr10,0,0.105295,0.366987,0.61982,0.925077,1.3309,1.2689,1.47958,1.77808,2.07733,2.07733,3,,,
Cacna2d1,0,0.397812,1.51819,1.90156,2.08534,1.93771,1.51815,1.43001,0.774958,0.593874,2.08534,3,,,
Sh3gl2,0,0.00148392,0.783421,1.40336,1.47888,1.79671,1.63524,1.86953,1.92261,2.08891,2.08891,3,,,
Dos,0,-0.415421,0.125694,0.650826,0.668183,1.40484,1.37398,1.46789,1.53432,2.0897,2.0897,3,,,
Kcnmb4,0,2.0903,1.51959,1.10726,1.02304,0.652802,0.186238,0.00846481,0.0111141,-0.529721,2.0903,3,,,
Dlg3,0,0.499807,0.743009,1.02176,1.39726,1.39478,1.6628,1.81625,2.09211,1.47108,2.09211,3,,,
Cpt2,0,0.0210533,0.404104,0.829107,1.01346,1.6719,1.42064,1.44731,1.73041,2.09356,2.09356,3,,,
Ndrg3,0,0.564484,1.4947,1.37398,1.81808,1.5257,1.92304,2.09419,2.06986,1.72871,2.09419,3,,,
Uqcrc1,0,0.0118732,0.486856,0.718658,1.03508,1.47355,1.2938,1.61615,1.79134,2.10023,2.10023,3,,,
Rrad,0,1.07116,2.10175,2.07682,1.54366,1.1307,1.08131,0.495255,0.133526,0.188457,2.10175,3,,,
Fuca2,0,-0.124874,0.422411,0.671391,1.17339,2.04913,2.10473,1.6552,1.4979,1.46996,2.10473,3,,,
Asrgl1,0,0.173565,0.634668,1.00991,1.27541,1.52535,1.77274,1.97957,1.87511,2.10642,2.10642,3,,,
Actn1,0,1.72561,2.05249,1.69711,2.1081,1.81474,1.50645,1.34746,1.43307,1.19839,2.1081,3,,,
Abhd6,0,0.045845,0.270983,0.376814,0.793165,1.05592,1.22743,1.63762,1.76116,2.10879,2.10879,3,,,
Epha5,0,0.129061,1.13198,1.54697,1.22956,2.11013,1.56304,1.51552,1.26353,1.87664,2.11013,3,,,
Fech,0,0.128653,0.629103,0.836782,1.0915,1.58762,1.55112,1.80117,1.93275,2.1109,2.1109,3,,,
Tmem175,0,1.16705,0.113354,0.579672,1.03398,1.68904,1.49851,1.49377,2.11173,1.93632,2.11173,3,,,
Ccny,0,0.156334,0.757782,1.36117,1.76081,1.79587,1.65942,1.67207,1.75298,2.115,2.115,3,,,
Zadh2,0,0.211945,0.650578,1.04426,1.23884,1.74597,1.50328,1.45714,1.67083,2.11756,2.11756,3,,,
Suox,0,0.236471,0.72607,1.13615,1.58545,1.95975,1.81886,1.83254,1.91983,2.11759,2.11759,3,,,
Renbp,0,1.03922,0.327473,0.696972,0.819971,1.54898,1.34199,2.11834,1.87376,1.70056,2.11834,3,,,
Uqcrfs1,0,-0.176283,0.629753,0.873669,1.15733,1.50902,1.46736,1.63324,1.87555,2.11834,2.11834,3,,,
Slc25a23,0,0.192453,0.71841,1.16345,1.37916,1.93354,1.62171,1.76615,1.91124,2.1191,2.1191,3,,,
Nt5dc3,0,0.0663834,0.320076,0.571604,0.961515,1.50054,1.39723,1.39642,1.86492,2.11967,2.11967,3,,,
Mcur1,0,-0.0388498,0.310689,0.672814,1.04808,1.05915,1.22987,1.25376,1.6018,2.12051,2.12051,3,,,
Acaa2,0,-0.140249,0.313766,0.992508,1.06409,1.88858,1.52753,1.74262,2.06626,2.12325,2.12325,3,,,
Lsamp,0,0.174673,0.512331,1.11682,1.72769,1.63609,1.90675,2.11612,2.1271,2.04908,2.1271,3,,,
Bsg,0,0.614998,0.705458,0.951725,1.30417,1.97299,1.85031,2.07261,2.01694,2.13043,2.13043,3,,,
Fbxl16,0,0.579041,1.09866,1.07833,1.39692,1.78978,1.9383,2.13184,2.08177,2.12594,2.13184,3,,,
Hsd17b10,0,-0.0638657,0.518438,0.917286,1.13527,1.60154,1.44998,1.64057,1.86058,2.13225,2.13225,3,,,
Ablim1,0,0.0544214,0.324821,0.648911,1.37183,1.30355,1.51507,1.95015,2.13251,1.90659,2.13251,3,,,
Tspan6,0,0.0775642,-0.0107288,0.23698,-0.211697,0.111588,0.527376,1.07787,1.25442,2.1375,2.1375,3,,,
Cbr4,0,0.367113,0.800924,1.2471,1.37969,1.78042,1.51804,1.48042,1.64885,2.14289,2.14289,3,,,
Sepsecs,0,-0.200321,0.0955486,0.0379734,0.768169,1.10373,1.13093,0.520725,1.03693,2.14485,2.14485,3,,,
Mpp6,0,-0.3521,-0.211967,0.230135,0.71405,1.25601,1.44274,1.70768,1.78924,2.14511,2.14511,3,,,
Sardh,0,-0.125328,0.0467377,0.390013,0.825676,1.38817,1.2987,1.53421,1.89526,2.14807,2.14807,3,,,
Ptpro,0,1.74664,1.39464,1.1541,1.23892,0.431204,1.59898,1.83597,2.14861,1.43026,2.14861,3,,,
Ndufa3,0,0.218365,0.894981,1.32542,1.52878,1.94821,1.50023,1.70426,1.87053,2.14865,2.14865,3,,,
Pfkm,0,0.327991,0.653894,1.08172,1.41727,1.5633,1.95519,2.10678,2.15075,2.09608,2.15075,3,,,
Ndufb4,0,0.158398,0.650974,1.03758,1.33638,2.15104,1.91321,1.89734,2.02481,2.14904,2.15104,3,,,
Palm,0,0.305214,0.444515,0.87697,1.06591,1.62976,1.75782,1.93021,2.02291,2.15275,2.15275,3,,,
Cpeb3;Cpeb2,0,0.715069,1.1917,1.15598,1.49558,1.53664,1.91207,2.14754,1.97582,2.15607,2.15607,3,,,
Uqcrb,0,0.524946,0.586201,0.834095,0.99263,1.55972,1.44471,1.56286,1.90404,2.15749,2.15749,3,,,
Sorbs2,0,-0.199266,-0.222847,0.0379658,0.0454998,1.87142,0.667717,0.253473,0.841991,2.15886,2.15886,3,,,
Gabra2;Gabra1;Gabra5;Gabra3,0,0.477798,-0.0283298,0.269711,0.646341,1.05183,1.68512,1.80138,1.95444,2.1633,2.1633,3,,,
Neo1,0,0.290112,0.901728,1.2155,1.31888,1.88901,1.77766,1.76957,1.87689,2.16385,2.16385,3,,,
Txnrd2,0,-0.180149,-0.0932312,0.325077,0.850826,1.38941,1.32199,1.42261,1.84532,2.1648,2.1648,3,,,
Gpm6b,0,0.950937,1.41602,1.50756,1.70037,1.98667,2.04578,1.83723,1.8529,2.16571,2.16571,3,,,
Rmdn1,0,0.805254,0.669586,1.09994,1.33823,1.86119,1.60374,1.58072,1.96792,2.17166,2.17166,3,,,
Lyrm5,0,0.443211,0.655127,0.743406,0.68298,0.999075,0.966768,1.32885,1.88907,2.1717,2.1717,3,,,
Eepd1,0,0.849095,1.37974,1.64327,2.0227,1.93892,2.05109,1.92391,1.92526,2.17201,2.17201,3,,,
Ndufv3,0,0.0210361,0.636463,0.710281,1.19258,1.75359,1.50167,1.8161,2.17205,1.88925,2.17205,3,,,
Ndufa10,0,-0.110422,0.601419,1.00118,1.475,2.03849,1.7858,1.77954,1.91091,2.17225,2.17225,3,,,
Maoa,0,-0.0441265,0.262108,0.712023,0.973696,1.57297,1.40836,1.78805,1.94025,2.17276,2.17276,3,,,
Ntrk2,0,0.214408,0.5554,1.17589,1.17755,1.79765,1.73528,1.72746,2.14387,2.17604,2.17604,3,,,
Ablim2,0,-0.263559,0.334192,0.320074,0.96258,1.64145,1.63458,1.98697,1.95144,2.1787,2.1787,3,,,
Echs1,0,0.01577,0.339586,0.713171,0.975594,1.4968,1.46254,1.63994,1.78477,2.1832,2.1832,3,,,
Oplah,0,-0.365227,0.931404,1.12615,1.17637,1.45748,1.60281,1.78342,1.64414,2.18393,2.18393,3,,,
Pnpla2,0,0.0172787,0.563927,1.3837,0.806392,1.7715,1.84367,1.46914,1.80436,2.18466,2.18466,3,,,
Sord,0,0.155315,0.299313,0.981585,1.09952,1.60337,1.79957,2.00308,2.18765,2.03978,2.18765,3,,,
Spata13,0,1.49363,0.287653,0.478607,0.6973,0.835375,0.905157,1.30393,2.18844,0.877775,2.18844,3,,,
Bnip3l,0,0.20977,1.14128,1.58241,1.54662,2.19355,1.5967,1.54676,1.53945,1.5141,2.19355,3,,,
Cmtm4,0,-0.228636,0.239669,0.864388,0.886779,2.19969,1.81887,1.63663,1.81031,2.10367,2.19969,3,,,
Ass1,0,0.853037,0.788452,0.873325,1.46936,2.20084,1.26623,0.833399,1.42275,0.568983,2.20084,3,,,
Gys1,0,0.14538,0.391535,0.849409,1.23374,1.58232,1.72627,1.97348,2.01333,2.20097,2.20097,3,,,
Sorbs1,0,0.853752,1.21943,1.5816,1.66242,2.20603,1.72865,1.6704,1.68106,1.9688,2.20603,3,,,
Dnajc28,0,-0.434801,0.864379,1.31448,1.25509,1.88907,1.72702,1.77523,1.84823,2.20984,2.20984,3,,,
Oxsm,0,0.00863647,0.178017,0.681238,0.9191,1.63456,1.55973,1.64749,1.94593,2.20998,2.20998,3,,,
Rgs7bp,0,-0.0472107,1.15518,1.40499,2.1845,1.8317,2.13627,2.21023,2.01728,2.19812,2.21023,3,,,
Ppap2b,0,0.331724,0.702711,1.0725,0.851345,1.71383,1.2364,1.26723,1.23571,2.21027,2.21027,3,,,
Epdr1,0,-0.342022,0.127602,0.593121,0.898689,1.67918,1.64084,1.89013,1.67296,2.21045,2.21045,3,,,
Bckdhb,0,0.0349483,0.589716,0.927177,1.25251,1.50065,1.4774,1.29255,1.6297,2.21122,2.21122,3,,,
Vps54,0,0.758939,2.21164,2.00957,2.1268,1.25148,1.27168,1.2405,0.744885,1.06724,2.21164,3,,,
Gnpda2,0,0.485266,0.935991,1.27995,1.80614,1.66768,2.18711,1.73771,1.63364,2.21444,2.21444,3,,,
Fgf2,0,0.44599,0.550337,0.623108,1.24827,1.25063,1.39142,1.52934,1.77422,2.21767,2.21767,3,,,
Bmpr2,0,2.17079,2.21777,1.67389,1.66344,0.614874,1.03477,1.1988,0.770016,0.414936,2.21777,3,,,
Ctsb,0,0.342766,0.87957,1.52455,1.5851,2.0492,2.09837,2.08232,2.21606,2.21957,2.21957,3,,,
Sesn3,0,0.954998,1.32831,1.981,1.45442,2.22727,1.73044,1.29781,1.30265,1.86589,2.22727,3,,,
Surf1,0,0.604841,0.718074,0.635488,1.06312,1.60653,1.25126,1.4971,1.64841,2.22789,2.22789,3,,,
Cs,0,-0.0122566,0.624762,1.06902,1.1134,1.60176,1.41644,1.61101,1.86188,2.23085,2.23085,3,,,
Traf3,0,0.614639,1.08307,1.06348,1.5663,1.3983,1.76093,1.99597,2.23085,1.90025,2.23085,3,,,
Slc1a4,0,0.50766,0.744352,0.518564,1.36578,1.27434,1.92714,2.16882,2.22716,2.23095,2.23095,3,,,
Asah1,0,-0.336105,0.153179,0.562641,0.656578,1.13767,1.12854,1.40113,1.61623,2.23282,2.23282,3,,,
Prkar2a,0,0.23048,0.56847,0.877262,1.33,1.66104,1.85416,1.99911,2.21696,2.23744,2.23744,3,,,
Pc,0,0.782688,1.59328,2.08316,1.85571,2.24227,1.52824,1.36712,1.53916,1.80938,2.24227,3,,,
Ngfr,0,0.351156,1.11453,1.37319,1.94456,2.24751,1.95745,1.69809,1.55843,1.79565,2.24751,3,,,
Prdx5,0,0.222982,0.799749,1.16043,1.3212,1.78862,1.87182,2.03798,2.03517,2.24792,2.24792,3,,,
Rap1b,0,0.416889,0.605543,0.814825,0.95093,1.29601,1.52257,2.24829,1.78423,1.02799,2.24829,3,,,
Slc26a2,0,2.24935,1.56878,1.32085,1.12236,0.656534,0.411713,0.225101,0.839968,-0.572561,2.24935,3,,,
Ndufa7,0,-0.329861,0.640673,1.22605,1.55373,1.97935,1.66037,1.54635,1.68362,2.25087,2.25087,3,,,
Sirt5,0,0.036665,0.722279,1.16864,1.40143,1.67842,1.66493,1.59673,1.6735,2.25099,2.25099,3,,,
Slc25a4,0,0.194843,0.361927,0.922211,1.15409,1.64806,1.58344,1.73207,2.0429,2.25133,2.25133,3,,,
Iba57,0,-0.367203,0.27091,0.881115,1.17387,1.61693,1.42782,1.69699,1.93521,2.25155,2.25155,3,,,
Atox1,0,0.304029,1.48252,1.87853,1.85258,1.96985,2.16092,2.25213,1.93363,1.50186,2.25213,3,,,
