Gene names,Day_00,Day_01,Day_02,Day_03,Day_05,Day_07,Day_10,Day_14,Day_18,Day_21,Max intensity change,Category,,Category,Count
Pofut2,0,0.123459,0.0579929,-0.120827,-0.399178,-0.619484,-0.985054,-0.87438,-0.945242,-1.28226,-1.28226,-2,,,
Tmem35,0,-0.180951,-1.04316,-1.21231,-1.28173,-1.24373,-1.07635,-0.788435,-0.775703,-0.921427,-1.28173,-2,,,
Rplp2,0,-0.36557,-0.611681,-0.778435,-0.875925,-0.922421,-0.881277,-0.918087,-1.12313,-1.28019,-1.28019,-2,,,
Rpl13a,0,-0.263712,-0.614264,-0.78849,-0.858505,-1.09244,-0.977337,-1.01653,-1.10909,-1.28015,-1.28015,-2,,,
Hs2st1,0,0.512686,0.532774,0.102013,0.0627251,-0.370953,-0.26404,-0.51853,-0.862736,-1.27967,-1.27967,-2,,,
Slain2,0,0.0199776,-0.312834,-0.773546,-0.689711,-1.2357,-0.989159,-0.936909,-1.02568,-1.2795,-1.2795,-2,,,
Nwc,0,0.545883,-1.27851,-1.07809,-0.902546,-0.772572,-0.497919,-0.391237,0.591616,-0.511456,-1.27851,-2,,,
Paxbp1,0,0.202766,-1.24253,-1.27822,-0.956699,-0.976194,-1.23493,-1.20421,-1.21755,-1.09709,-1.27822,-2,,,
Tpgs1,0,-0.0994349,-0.440617,-0.738121,-0.142596,-1.27802,-0.32998,-0.739126,-0.552408,-0.966258,-1.27802,-2,,,
Ube2i,0,-0.539545,-0.330254,-0.303358,-0.586548,-0.71339,-0.747921,-0.863628,-1.27787,-1.25668,-1.27787,-2,,,
Cisd2,0,-0.451523,-0.74345,-1.06165,-1.10793,-1.17853,-1.14301,-0.956882,-1.1245,-1.27786,-1.27786,-2,,,
Ywhah,0,0.988298,0.740282,0.523367,0.257347,-0.0421505,-0.433035,-0.502237,-0.468365,-1.27744,-1.27744,-2,,,
Sec23b,0,-0.308054,-0.416801,-0.724094,-0.821352,-1.27573,-1.01007,-0.959448,-1.06442,-1.23909,-1.27573,-2,,,
Pin1,0,-0.724075,-0.842939,-0.969393,-1.16614,-1.0787,-1.07822,-0.906237,-1.17401,-1.27524,-1.27524,-2,,,
Ddi2,0,-0.135342,-0.552511,-0.783489,-0.962587,-1.08589,-1.02372,-0.928307,-0.899513,-1.2748,-1.2748,-2,,,
Dvl2,0,-0.346781,-0.656599,-0.871613,-1.10705,-1.19644,-1.22962,-1.10282,-1.27453,-1.03511,-1.27453,-2,,,
Rpl4,0,-0.405176,-0.532295,-0.759083,-0.924137,-1.02166,-1.0469,-0.957659,-1.16093,-1.27375,-1.27375,-2,,,
Edem3,0,0.187843,-0.0467701,-0.467154,-0.536755,-1.02235,-0.948568,-0.99283,-0.861551,-1.27198,-1.27198,-2,,,
Vprbp,0,-1.01221,-1.16923,-1.17056,-1.07142,-1.26711,-0.983374,-1.11379,-1.27141,-1.06212,-1.27141,-2,,,
Actl6a,0,-0.240597,-0.696335,-0.762094,-0.908255,-0.997349,-1.0275,-0.900497,-0.954256,-1.27136,-1.27136,-2,,,
Xpo5,0,-0.727079,-1.08009,-1.2616,-1.09503,-1.2699,-1.10238,-1.08015,-1.16513,-1.07149,-1.2699,-2,,,
Exosc10,0,-0.481369,-0.967482,-1.04198,-1.02456,-1.26985,-1.18081,-1.14921,-1.18826,-1.10449,-1.26985,-2,,,
Itsn2,0,-0.012598,-0.38167,-0.467188,-0.674156,-1.26963,-0.84426,-0.168739,-0.881744,-0.929527,-1.26963,-2,,,
Snrpg,0,-0.405041,0.118446,-0.322487,-0.0684032,-0.263803,-0.724249,-0.980425,-1.26947,-0.106365,-1.26947,-2,,,
Obsl1,0,-1.26931,0.223429,0.181774,-0.266878,-0.628689,-0.699009,-0.779883,-1.18638,-0.85887,-1.26931,-2,,,
Bap18,0,-0.503315,-0.415804,-0.367409,-0.322779,-0.556322,-0.660219,-0.596022,-0.88492,-1.26861,-1.26861,-2,,,
Hnrnpc,0,-0.508121,-0.568668,-0.525005,-0.0863419,-0.510502,-0.880043,-1.1904,-1.26785,-1.10839,-1.26785,-2,,,
Dek,0,-0.683979,-1.12959,-0.993868,-1.26686,-1.0227,-1.06031,-1.14405,-1.1287,-1.03643,-1.26686,-2,,,
Gmps,0,-0.496622,-1.04251,-0.916069,-1.1629,-1.06471,-1.00057,-0.978874,-1.10557,-1.26671,-1.26671,-2,,,
Glmn,0,-0.229031,-0.497515,-0.56786,-0.709595,-0.916773,-0.971886,-1.02768,-1.06659,-1.26669,-1.26669,-2,,,
Gps1,0,0.111864,-0.692457,-0.8256,-0.96081,-1.0703,-0.898033,-0.975908,-0.866581,-1.26513,-1.26513,-2,,,
Mtmr2,0,0.0922585,-0.321138,-0.367502,-0.574614,-1.09038,-1.10355,-0.9167,-1.18796,-1.26506,-1.26506,-2,,,
Pank3,0,-0.172514,-0.931263,-1.16726,-1.26474,-1.17655,-0.854298,-0.807673,-0.763033,-0.907396,-1.26474,-2,,,
Usp39,0,-0.361576,-0.769089,-0.909103,-0.934847,-1.13121,-1.07919,-1.17922,-1.26408,-1.10674,-1.26408,-2,,,
Pycr1,0,0.206511,0.0839119,0.190405,0.0931587,-0.0378304,-0.949141,-1.26381,-0.924551,-1.13943,-1.26381,-2,,,
Vwa9,0,-0.585646,-0.61684,-0.720686,-0.75341,-1.05671,-0.804869,-0.863153,-1.26283,-1.11498,-1.26283,-2,,,
Rad17,0,-0.265676,-0.998478,-1.04501,-1.26274,-1.10603,-1.0303,-0.827371,-1.13358,-0.833686,-1.26274,-2,,,
Pafah1b3,0,-0.277874,-0.118114,-0.249229,-0.589909,-0.613499,-0.748985,-0.866266,-1.26169,-1.1869,-1.26169,-2,,,
Srp9,0,-0.655272,-0.117876,-0.0386848,-0.308689,-0.610817,-0.813173,-0.945482,-1.26095,-0.433437,-1.26095,-2,,,
Sarnp,0,-0.499741,-0.862799,-0.901442,-0.580557,-1.20007,-1.11513,-1.19975,-1.26032,-1.19281,-1.26032,-2,,,
Anp32b,0,0.196392,-0.494028,-0.480225,-0.875385,-0.822491,-1.05973,-1.25963,-1.17778,-1.19714,-1.25963,-2,,,
Hspa4,0,-0.255146,-0.444307,-0.58168,-0.776005,-0.986761,-0.872477,-0.826347,-0.956766,-1.25963,-1.25963,-2,,,
Xrn2,0,-0.624838,-0.636442,-0.724712,-0.804724,-0.967661,-1.04453,-0.92853,-1.09793,-1.25883,-1.25883,-2,,,
Ero1lb,0,0.342774,0.683663,0.474366,0.0677156,-0.196535,-0.425998,-0.411689,-1.23013,-1.25788,-1.25788,-2,,,
Tox4,0,-0.159174,-0.391712,-0.57156,-0.39061,-1.05771,-0.855268,-0.916561,-1.1307,-1.25759,-1.25759,-2,,,
Dgcr8,0,-0.738062,-0.286797,-0.644926,-0.573599,-0.933048,-1.01476,-0.98105,-1.25718,-0.839525,-1.25718,-2,,,
Rnf114,0,-0.309891,-0.890341,-0.755302,-1.25715,-0.903372,-1.14543,-1.05041,-0.57431,-0.969882,-1.25715,-2,,,
Dpf2,0,-0.549492,-0.105003,-0.365376,-0.317978,-0.59214,-0.199381,0.0441227,-1.25671,-0.440653,-1.25671,-2,,,
Thoc3,0,-1.08058,-0.465601,-0.629948,0.00104713,-1.25573,-0.68108,-0.430851,-1.19752,-0.992171,-1.25573,-2,,,
Rab3a,0,-0.04389,-0.726135,-1.04193,-0.804893,-1.25559,-0.613535,-0.297409,-0.227444,-0.665865,-1.25559,-2,,,
Ddx47,0,-0.675045,-0.959576,-1.25526,-0.989532,-1.24399,-1.16787,-0.998278,-1.11457,-0.877096,-1.25526,-2,,,
Tada3,0,-0.349844,-0.896341,-0.879009,-1.13076,-1.23289,-0.777275,-0.839025,-1.02151,-1.25482,-1.25482,-2,,,
Ing3,0,-0.805262,-0.700211,-1.04884,-0.788588,-1.01676,-1.25331,-0.843891,-1.19482,-1.22743,-1.25331,-2,,,
Casp7,0,-0.707228,-0.648691,-0.805771,-1.07285,-0.984591,-1.25217,-0.957834,-1.14245,-1.01988,-1.25217,-2,,,
Aagab,0,-0.0973701,-0.790415,-1.16827,-1.04068,-0.956446,-0.653196,-0.644075,-0.86224,-1.25196,-1.25196,-2,,,
Rps19,0,-0.528858,-0.577665,-0.652466,-0.783871,-1.02898,-0.982512,-0.92285,-1.05916,-1.25189,-1.25189,-2,,,
Abce1,0,-0.502008,-0.799799,-0.998354,-0.998465,-1.17468,-1.17569,-1.25131,-1.23233,-1.21609,-1.25131,-2,,,
Usp14,0,-0.364878,-0.834089,-1.09578,-1.24942,-1.2267,-1.1581,-1.04163,-1.02328,-1.10172,-1.24942,-2,,,
Aggf1,0,0.0146141,-1.16179,-1.1087,-0.913647,-0.687836,-0.898337,-1.16079,-0.873464,-1.2493,-1.2493,-2,,,
Zw10,0,-0.557068,-0.470236,-0.93387,-1.18792,-1.23227,-1.21883,-0.920025,-1.06544,-1.24866,-1.24866,-2,,,
Snx16,0,-0.468944,-1.18205,-1.24705,-0.879311,-0.972589,-0.896071,-0.781181,-0.630584,-0.708839,-1.24705,-2,,,
Ythdf3,0,-0.200142,-0.640324,-0.759523,-0.853313,-0.988569,-0.860052,-0.760489,-0.897078,-1.24692,-1.24692,-2,,,
Tnpo3,0,-0.385273,-0.747526,-0.887732,-1.14019,-1.1996,-1.14732,-0.610817,-0.962738,-1.24574,-1.24574,-2,,,
Prpf40a,0,-0.551331,-0.551691,-0.733078,-0.638985,-0.962477,-1.03691,-1.10407,-1.2457,-1.01763,-1.2457,-2,,,
Fkbp9,0,0.0963631,0.0821209,-0.197191,-0.481476,-0.795752,-1.01231,-1.0403,-1.23565,-1.24506,-1.24506,-2,,,
Agpat4,0,0.106632,0.622913,0.355358,0.109203,-0.324337,-1.00633,-1.24372,-1.18966,-1.09127,-1.24372,-2,,,
Zcchc17,0,0.376453,-0.389119,-0.171694,-0.0184498,-0.200545,-0.0391493,-1.2426,0.499526,0.759529,-1.2426,-2,,,
Srrm2,0,-0.346539,-0.680798,-0.791086,-0.897738,-0.973995,-1.03714,-1.1514,-1.24253,-1.21117,-1.24253,-2,,,
Bod1l,0,-0.354372,-0.853382,-1.06878,-1.23287,-1.08154,-1.12309,-1.16445,-1.24137,-1.2208,-1.24137,-2,,,
Tubg1;Tubg2,0,-0.31167,-0.410255,-0.55444,-0.816254,-0.956074,-1.07702,-1.08301,-1.18752,-1.24121,-1.24121,-2,,,
Camk2b,0,-0.676443,-0.986166,-1.12847,-1.05538,-1.22229,-1.18797,-0.980949,-0.975,-1.24032,-1.24032,-2,,,
Ankrd46,0,-0.303781,-0.773927,-1.2394,-1.11017,-1.17539,-1.10394,-0.977336,-1.03329,-0.954911,-1.2394,-2,,,
Anapc1,0,-0.250551,-0.610924,-0.749014,-0.832453,-1.10568,-1.07875,-1.14093,-1.23925,-1.13331,-1.23925,-2,,,
Tor2a,0,-0.231628,-0.186914,-0.477707,-0.607893,-0.772953,-1.01042,-1.2384,-1.23735,-1.09017,-1.2384,-2,,,
Rbm27,0,-0.504705,-0.772751,-0.873186,-1.11155,-1.01287,-1.04926,-1.12869,-1.23798,-1.0762,-1.23798,-2,,,
Wiz,0,-0.784597,-0.237528,-0.498268,-0.525589,-0.783171,-1.02847,-0.756233,-1.10753,-1.2376,-1.2376,-2,,,
Exosc2,0,-0.231384,-1.12743,-0.981073,-1.02663,-1.04891,-0.861208,-0.859669,-0.623789,-1.23731,-1.23731,-2,,,
Exosc8,0,-0.476905,-0.134823,0.0332613,-0.264978,-0.390431,-0.557566,-0.866076,-1.23686,-0.437117,-1.23686,-2,,,
Eif3m,0,-1.23518,-0.618526,-0.757259,-0.727497,-1.20256,-1.23661,-0.978853,-1.18747,-1.19786,-1.23661,-2,,,
Tubgcp3,0,-0.457947,-0.551109,-0.578663,-0.780689,-1.16071,-1.05361,-0.997803,-1.23435,-1.21013,-1.23435,-2,,,
Bclaf1,0,-0.577854,-0.413757,-0.214285,0.173113,-0.959974,-0.946703,-1.22079,-1.23359,-1.07071,-1.23359,-2,,,
Larp7,0,-0.112272,-1.10731,-1.15609,-1.2327,-0.976595,-1.10568,-1.01592,-0.894148,-1.17875,-1.2327,-2,,,
Med24,0,-0.415839,-0.374258,-0.0764351,-0.323109,-0.316862,-1.2325,-0.42306,-0.843136,-0.334688,-1.2325,-2,,,
Dera,0,0.250954,0.234076,-0.0628128,-0.555073,-0.774096,-1.00312,-1.23203,-0.968377,-0.7537,-1.23203,-2,,,
Tubgcp5,0,-0.463699,-0.231885,-0.724149,-1.16527,-1.23193,-0.79673,-0.930272,-0.813454,-1.00856,-1.23193,-2,,,
Cep170,0,-0.174961,-0.37307,-0.707203,-0.816521,-1.02956,-1.14618,-1.08655,-1.15589,-1.23115,-1.23115,-2,,,
Impad1,0,0.270927,-0.0080471,-0.240086,-0.320562,-0.720152,-0.777134,-0.804306,-0.90202,-1.23088,-1.23088,-2,,,
Sumo3,0,-0.454151,-0.950386,-0.684893,-1.17753,-1.2307,-0.816074,-0.899559,-0.892868,-0.919186,-1.2307,-2,,,
Eif2a,0,-0.191023,-0.496235,-0.573101,-0.684414,-0.958427,-0.937954,-0.845022,-0.9361,-1.22829,-1.22829,-2,,,
Mbd3,0,-0.51856,-0.415209,-0.760588,-0.634071,-0.79884,-1.06221,-1.04702,-0.798468,-1.2278,-1.2278,-2,,,
Myl6,0,0.0870419,0.0264626,-0.307331,-0.639954,-0.927122,-1.09512,-1.0134,-1.22779,-1.055,-1.22779,-2,,,
Ogfod3,0,-0.608786,-1.10983,-1.22771,-1.09905,-0.924438,-0.964209,-0.872232,-1.01322,-0.799755,-1.22771,-2,,,
C1orf52,0,0.0817041,-0.763796,-0.764254,-1.22688,-0.627743,-0.755718,-0.469553,-0.539626,-0.729732,-1.22688,-2,,,
St7,0,0.126735,-1.17186,-1.22616,-0.926625,-0.922398,-0.520168,-1.04948,-0.396146,-1.19998,-1.22616,-2,,,
Ppm1g,0,-0.679245,-0.917429,-0.953129,-1.07306,-1.07715,-1.02087,-1.03535,-1.14843,-1.22577,-1.22577,-2,,,
Ebag9,0,-0.0287466,-0.140009,0.00927067,-0.221907,-0.285808,-1.06998,-0.0087595,-0.411316,-1.2256,-1.2256,-2,,,
Inpp5b,0,0.458442,-0.388005,-0.258945,-1.13423,-0.592685,-0.386411,-1.22515,-0.396502,-0.741828,-1.22515,-2,,,
Lig3,0,-0.519241,-0.62089,-0.561754,-0.664022,-0.768688,-1.0272,-1.03174,-1.21324,-1.22515,-1.22515,-2,,,
Atg2b,0,0.684074,0.0292416,-0.208757,-0.631884,-0.811131,-0.769186,-0.459917,-0.460138,-1.22455,-1.22455,-2,,,
Trmt5,0,-0.370829,-0.809322,-0.738928,-0.782953,-0.758451,-0.94038,-0.914818,-0.878298,-1.22411,-1.22411,-2,,,
Tmem131,0,-0.341492,-0.627937,-0.893988,-1.15015,-1.09737,-1.08797,-1.11909,-0.944559,-1.22404,-1.22404,-2,,,
Smc3,0,-0.428255,-0.770756,-0.935757,-1.04177,-1.08134,-1.11576,-1.22365,-1.03868,-1.08592,-1.22365,-2,,,
Rps20,0,-0.323742,-0.68841,-0.825628,-0.912251,-1.03649,-0.991241,-1.01321,-1.13085,-1.22216,-1.22216,-2,,,
Sumf2,0,0.0506744,0.192078,-0.107649,-0.437927,-0.629412,-0.798058,-0.799732,-0.999704,-1.22167,-1.22167,-2,,,
Lrrc40,0,-0.514643,-0.943657,-0.951313,-0.988539,-1.19667,-1.22016,-1.13223,-1.1245,-1.13388,-1.22016,-2,,,
Sf3b4,0,-0.465055,-0.732624,-0.833565,-0.821558,-0.965639,-1.11159,-1.21934,-1.14156,-1.04047,-1.21934,-2,,,
Etnk1,0,-0.304066,-0.764309,-1.01243,-0.510563,-1.21818,-0.820658,-0.345852,-0.378384,-0.616652,-1.21818,-2,,,
C9orf117,0,-0.0495148,-0.558222,-0.714682,-1.21785,-0.849987,-0.952644,-0.888542,-0.977367,-0.654852,-1.21785,-2,,,
Agap1,0,-0.180407,-0.325382,-0.663616,-0.649626,-1.21721,-0.690996,-0.349714,-0.582945,-0.802805,-1.21721,-2,,,
Casc3,0,-0.442262,-1.01845,-1.1524,-1.20196,-1.10372,-1.13534,-1.21686,-1.06783,-1.15155,-1.21686,-2,,,
Rbm10,0,-0.0899925,-0.704176,-0.893501,-0.967125,-0.953524,-1.21672,-1.01768,-1.08176,-1.15886,-1.21672,-2,,,
Arl2bp,0,-0.352741,-0.289217,-0.306988,-0.696394,-0.756617,-0.71146,-1.21657,-0.831392,-0.354246,-1.21657,-2,,,
Myeov2,0,0.171229,-0.13905,-0.103601,-0.65801,-0.576618,-0.71137,-0.711744,-0.542271,-1.21599,-1.21599,-2,,,
Ncl,0,-0.430645,-0.804226,-0.896719,-0.971161,-1.09875,-1.10375,-0.978912,-1.01001,-1.21492,-1.21492,-2,,,
Map7d2,0,-0.10709,0.00441551,-0.461962,-0.448896,-1.07797,-0.915335,-0.698393,-0.644445,-1.21448,-1.21448,-2,,,
Crlf3,0,-0.197105,-0.703664,-0.94058,-0.945695,-1.21285,-1.00477,-0.59043,-0.440272,-0.610327,-1.21285,-2,,,
Cant1,0,0.232325,0.0455971,-0.299913,-0.263163,-0.304771,-0.625248,-0.278206,-0.556328,-1.21279,-1.21279,-2,,,
Slc6a1,0,-1.21259,-1.00095,-0.456432,-0.661415,-0.172405,0.0274849,0.0178032,-0.066433,0.334644,-1.21259,-2,,,
Tor1a,0,-0.225307,-0.839653,-1.00427,-1.13435,-1.0204,-1.2119,-1.02428,-0.891575,-1.10601,-1.2119,-2,,,
Orc3,0,-0.711507,-0.921316,-1.11848,-1.21177,-0.942778,-0.800686,-0.69553,-0.77231,-0.579023,-1.21177,-2,,,
Nap1l4,0,-0.359972,-0.664705,-0.727087,-0.977802,-1.21171,-1.03489,-0.795864,-0.906199,-1.06321,-1.21171,-2,,,
Vangl2,0,-0.504965,-0.314219,-0.0874634,-0.321703,-0.536753,-0.951171,-1.00099,-1.21093,-1.09161,-1.21093,-2,,,
Znf22,0,-0.899849,-0.722445,-0.342335,-0.657486,-0.821989,-1.17572,-1.05521,-1.21037,-1.04864,-1.21037,-2,,,
Mvk,0,0.453474,0.228722,-0.311123,-0.636797,-1.13817,-1.13844,-1.20979,-1.11776,-0.973568,-1.20979,-2,,,
Nelfcd,0,-0.282902,-1.06032,-0.963268,-1.2096,-1.01873,-1.00826,-1.03575,-0.230358,-0.702574,-1.2096,-2,,,
Wac,0,-0.328064,-0.89369,-1.07048,-1.1299,-1.09098,-1.20575,-1.20154,-1.17613,-1.20959,-1.20959,-2,,,
Tmem167a,0,-0.468785,0.422105,0.0937376,0.405149,-0.461286,-0.133056,-0.428412,-0.708554,-1.20884,-1.20884,-2,,,
Surf2,0,-0.570223,-0.998442,-1.13968,-1.20818,-0.948622,-1.03754,-1.20328,-1.1569,-1.16799,-1.20818,-2,,,
Sike1,0,-0.160189,-0.56196,-0.672312,-1.08823,-0.892332,-0.532579,-0.978399,-1.20809,-1.00194,-1.20809,-2,,,
Rpl10a,0,-0.386091,-0.475462,-0.665794,-0.72788,-0.913254,-0.877575,-0.719282,-0.906851,-1.20705,-1.20705,-2,,,
Ubqln4,0,-0.0566196,-0.658476,-0.779634,-0.812321,-1.20682,-1.05562,-0.978283,-0.995247,-1.01452,-1.20682,-2,,,
Scaf4,0,-0.513039,-0.773989,-0.989305,-1.0156,-1.14103,-1.06103,-1.06047,-1.20681,-0.91781,-1.20681,-2,,,
Wdr18,0,-0.269039,-0.2208,-0.432261,-0.445967,-0.511915,-0.803791,-1.05732,-1.20655,-1.0491,-1.20655,-2,,,
Pgp,0,-0.357239,-0.641783,-0.582047,-0.776073,-0.86619,-0.737982,-0.828686,-0.796896,-1.20603,-1.20603,-2,,,
Pds5b,0,-0.52327,-0.834934,-0.954145,-1.03275,-1.08898,-1.1487,-1.16668,-1.20472,-1.05487,-1.20472,-2,,,
Rps17,0,-0.489525,-0.312693,-0.425022,-0.639128,-0.907417,-1.00343,-1.04457,-1.20257,-1.08516,-1.20257,-2,,,
Tars,0,0.166367,-0.596054,-0.764673,-0.860765,-1.11736,-1.06327,-1.02474,-0.974815,-1.20147,-1.20147,-2,,,
Senp6,0,-0.384245,-0.490129,-0.739404,-1.09888,-1.02286,-0.905566,-0.964657,-0.608784,-1.2004,-1.2004,-2,,,
Rnf40,0,-0.162683,-0.943121,-0.928513,-1.04033,-1.01173,-0.891514,-1.20039,-0.990881,-0.995434,-1.20039,-2,,,
Bzw1,0,-0.490307,-0.43021,-0.604851,-0.74946,-1.00208,-1.1315,-0.87459,-1.09768,-1.20028,-1.20028,-2,,,
Lhpp,0,-0.543966,-0.697605,-0.768291,-0.896351,-0.70879,-0.969374,-1.1987,-1.18777,-0.791765,-1.1987,-2,,,
Nufip2,0,-0.151466,-0.403904,-0.694029,-0.544706,-1.10935,-0.954317,-0.773199,-0.847446,-1.19866,-1.19866,-2,,,
Ppil2,0,-0.37767,-0.724464,-0.719904,-0.877979,-0.959145,-1.062,-1.02112,-1.03899,-1.19804,-1.19804,-2,,,
Ubl4a,0,-0.250282,-0.477449,-0.646225,-0.832067,-0.907259,-0.967997,-1.04137,-1.19751,-1.04313,-1.19751,-2,,,
Rpl19,0,-0.288254,-0.339024,-0.496517,-0.69743,-0.959829,-0.924133,-0.935501,-0.98007,-1.19701,-1.19701,-2,,,
Ttc17,0,-0.548101,-0.835739,-1.02314,-1.07125,-0.791481,-1.15259,-1.19594,-0.916327,-1.02914,-1.19594,-2,,,
Gspt1,0,-0.203524,-0.271965,-0.381254,-0.43998,-0.907988,-0.852354,-0.82937,-1.00625,-1.19571,-1.19571,-2,,,
Uevld,0,-1.19548,-0.643516,-0.638125,-0.796406,-0.659956,-0.830812,-0.814493,-1.13081,-0.717499,-1.19548,-2,,,
Eif2s1,0,-0.372732,-0.535591,-0.741613,-0.794207,-1.03085,-0.966652,-1.01398,-1.06862,-1.19537,-1.19537,-2,,,
Usp40,0,-0.0708008,-0.449364,-0.428558,-0.583738,-0.732812,-0.731606,-0.912719,-0.823422,-1.19306,-1.19306,-2,,,
Clcn5,0,0.120193,0.111145,-0.368,-0.577621,-1.01739,-0.975595,-0.967093,-1.19289,-1.05738,-1.19289,-2,,,
Dcaf6,0,0.293857,0.248884,-0.0867119,0.0973482,0.109404,-0.284272,-0.0390291,-1.19239,0.107064,-1.19239,-2,,,
Mark3,0,-0.368765,-0.865639,-0.801052,-0.832119,-0.972389,-1.07675,-1.19171,-1.04925,-1.0702,-1.19171,-2,,,
Gabpa,0,-0.479036,-0.96867,-0.950186,-1.19084,-1.01469,-1.04841,-1.08605,-1.13659,-1.16743,-1.19084,-2,,,
Lamb1,0,0.347025,-0.331299,-0.280491,-1.19032,-0.420141,-0.156849,0.215643,0.253174,0.107561,-1.19032,-2,,,
Pald1,0,0.495863,-0.167471,-0.323456,-0.5401,-0.800461,-0.952522,-1.10765,-1.09856,-1.18996,-1.18996,-2,,,
Ctnnbl1,0,-0.488916,-0.400667,-0.563496,-0.487232,-0.829412,-0.78508,-0.909588,-1.18974,-0.646215,-1.18974,-2,,,
Gpatch8,0,-0.26395,-0.654716,-0.757437,-1.0841,-1.03442,-1.10633,-1.1894,-1.04126,-1.13183,-1.1894,-2,,,
Lsm5,0,-0.574843,-1.18894,-0.770672,-0.979574,-0.912243,-0.878525,-0.95466,-0.968958,-1.11359,-1.18894,-2,,,
Kiaa0319l,0,-0.0857182,0.0178452,-0.24902,-0.594299,-0.902725,-0.952227,-0.959505,-0.995623,-1.18865,-1.18865,-2,,,
Fndc3b,0,0.185152,-0.186743,-0.241282,-0.414257,-0.421919,-0.778988,-0.872936,-0.625196,-1.18789,-1.18789,-2,,,
Rps11,0,-0.396034,-0.652634,-0.656853,-0.772871,-0.869474,-0.802864,-0.563589,-0.863407,-1.1867,-1.1867,-2,,,
Hexim1,0,0.0294247,-0.778456,-0.861483,-1.00554,-0.883816,-0.83247,-0.954727,-0.902641,-1.18669,-1.18669,-2,,,
Arpc1b,0,-0.254166,-0.315287,-0.51759,-0.457779,-0.504978,-0.603346,-0.803385,-1.15357,-1.18636,-1.18636,-2,,,
Lamc1,0,0.220333,-0.288061,-0.742418,-1.18569,-1.10305,-0.921703,-0.453625,-0.445805,-0.816967,-1.18569,-2,,,
Lnp,0,-0.24452,-0.417753,-0.890148,-0.945877,-1.16514,-1.00262,-1.00546,-1.18555,-1.0792,-1.18555,-2,,,
Ncor1,0,-0.376631,-0.475307,-0.515791,-0.80183,-0.813778,-1.05155,-0.771317,-1.18363,-0.961794,-1.18363,-2,,,
Med6,0,-0.44277,-0.748236,-0.701685,-1.12948,-0.946482,-0.898401,-0.68405,-0.86768,-1.18258,-1.18258,-2,,,
Dpp3,0,-0.128262,-0.211695,-0.328482,-0.508413,-0.668242,-0.731548,-0.796312,-0.886375,-1.18242,-1.18242,-2,,,
Pfdn6,0,-0.326651,-0.394823,-0.662125,-0.879509,-1.18239,-0.8463,-0.812113,-0.914223,-1.11087,-1.18239,-2,,,
Sil1,0,0.00811958,0.20121,-0.231333,-0.089838,-0.571461,-0.644197,-0.71069,-0.867939,-1.18238,-1.18238,-2,,,
Ubap2l,0,-0.0781364,-0.542536,-0.715174,-0.723194,-0.81855,-0.732664,-0.705484,-0.826458,-1.18232,-1.18232,-2,,,
Dohh,0,-0.136578,0.0606766,-0.104366,-0.592302,-0.682964,-0.669889,-0.756319,-0.572206,-1.18226,-1.18226,-2,,,
Supt5h,0,-0.248196,-0.836803,-0.783489,-0.980804,-0.961346,-0.988525,-1.18162,-1.0817,-1.16284,-1.18162,-2,,,
Kpna4,0,-0.436203,-1.01219,-0.963566,-1.05501,-1.00586,-1.18111,-1.00115,-1.00194,-1.12465,-1.18111,-2,,,
Tmem165,0,0.0925503,-0.0050602,-0.240709,-0.463566,-0.65757,-0.632317,-1.14889,-0.960377,-1.18064,-1.18064,-2,,,
Naa15,0,-0.45826,-0.622627,-0.802031,-0.951157,-1.17003,-1.11907,-1.14057,-1.12145,-1.18056,-1.18056,-2,,,
Dffa,0,0.24508,0.091815,0.0829411,-0.999386,-0.719742,-0.812601,-0.60042,-0.718513,-1.18044,-1.18044,-2,,,
Wnk1,0,-0.324152,-0.382248,-0.510117,-0.668554,-0.91197,-0.898611,-0.989286,-1.08388,-1.18021,-1.18021,-2,,,
Kctd3,0,0.0208015,-0.49984,-0.746529,-0.850012,-1.11432,-1.04549,-1.0931,-0.709192,-1.17993,-1.17993,-2,,,
Arl6,0,-0.589733,-0.99774,-0.976391,-1.17966,-0.981363,-0.856899,-0.974859,-0.793682,-0.712515,-1.17966,-2,,,
Mthfd1,0,-0.557142,-0.733503,-0.904799,-0.921034,-1.17893,-1.05332,-0.829882,-0.941187,-1.04219,-1.17893,-2,,,
Evl,0,0.425376,-0.79063,-1.0694,-0.701221,-0.87224,-1.02158,-0.836603,-0.84266,-1.1779,-1.1779,-2,,,
Eif3i,0,-0.192354,-0.566814,-0.720598,-0.727596,-0.948671,-0.989361,-0.875175,-0.984674,-1.17739,-1.17739,-2,,,
Alas1,0,-1.12286,-1.17703,-1.0747,-1.10896,0.203975,-0.6504,-0.602942,-0.421637,0.534404,-1.17703,-2,,,
Ppm1e,0,-0.0944366,-0.0975971,-0.237047,-0.336035,-0.262012,-0.567894,-0.579123,-0.681965,-1.1768,-1.1768,-2,,,
Map2k6,0,0.0429497,-0.65616,-0.490313,-0.83041,-0.80303,-0.655708,-0.74337,-0.726145,-1.17652,-1.17652,-2,,,
Snd1,0,-0.0823975,-0.264275,-0.447109,-0.637159,-0.812082,-0.866337,-0.838547,-0.870705,-1.17583,-1.17583,-2,,,
