"gene_id","Mio_vs_WT_log2FoldChange","ZFRP_vs_WT_log2FoldChange","Raptor_vs_WT_log2FoldChange","WT_tpm","SETDB1_GKD_vs_WT_log2FoldChange","Nup154_GKD_vs_WT_log2FoldChange","EzGLKD_vs_wGLKD_log2FoldChange","cluster"
"FBgn0085227",10.5068026153178,1.51352179573254,2.60048237237299,0.0202478222998234,4.29205460651704,4.30870762274415,0.567048613148849,"c1"
"FBgn0038257",10.4217424239442,1.63688063847928,5.44003869364762,0.298897642156555,6.38107812029923,6.29722375560273,3.43595080964381,"c1"
"FBgn0014865",10.3952481388994,3.66980951346885,5.68163404634742,0.167738573424198,1.7051856776272,2.40108900860804,0.848964748292456,"c1"
"FBgn0013973",10.3837292623554,6.09491222482051,2.27319968378532,0.00311873169664034,2.30860590886446,2.65825312677279,7.01457766468965,"c1"
"FBgn0039052",10.377758047705,-0.319513082590151,1.26206846888811,0.271069647045912,8.83122581978271,8.061861101879,7.77692100720631,"c1"
"FBgn0028430",10.350390087982,8.30946502058771,5.21587716913047,0,7.55653925914837,7.4929248430723,1.36973100879525,"c1"
"FBgn0039081",10.3027427373564,4.1780698799734,4.67107219239036,0.0569329217518519,8.45824610942989,9.43474158728969,3.71643264764699,"c1"
"FBgn0026314",10.2338728587364,7.99428395001978,10.3299150671346,0,11.3943957146926,11.371485301716,7.31688418573196,"c1"
"FBgn0030999",10.2218927968695,-2.25042914089559,1.28373928443161,2.21034639734913,7.46292803821396,8.00779059630089,5.81055185257286,"c1"
"FBgn0265533",10.2099739912063,9.85200401927686,9.67864603011824,0,5.22423173678804,4.50188030941497,0.771875134329054,"c1"
"FBgn0038658",10.1516482071085,-0.647052256999302,1.45978897317752,1.56566469232852,7.3986108863489,8.09895534541004,7.93767454730307,"c1"
"FBgn0040350",10.1385429417994,-0.43905435414107,0.708615802514461,0.20400900800022,8.3931517456111,7.81447866748353,5.95682059143641,"c1"
"FBgn0035929",10.133699438222,-0.15186625375237,0.237442371589912,0.071184574616688,9.87284541939785,11.1172561334586,0.555757195224188,"c1"
"FBgn0033904",10.0961181277967,1.82711233971076,3.57959188613487,0.0896430610693465,4.92497096947312,4.15151148772688,4.49411181557402,"c1"
"FBgn0040102",10.0523026746997,8.66060065844246,7.8063339571689,0.189299156625726,6.06717630741449,4.61781462092205,7.01393694818976,"c1"
"FBgn0031702",9.98565581729277,1.35859960965438,3.49226661049488,0.0531742542728413,5.06159514252949,4.74959267681266,5.34634305532318,"c1"
"FBgn0020907",9.98100161230599,-0.336312289335175,0.207562981456954,0.161898417019721,10.2184600868593,7.7510019726302,1.167853380226,"c1"
"FBgn0032669",9.97757008889784,0.444544096220214,1.90572859065088,0.447324516328696,6.41808032984051,7.04167010314576,7.01790127473482,"c1"
