"","gsc","cb","bam_hs_input","young","wt","ZFRP","Mio","Raptor"
"CG30098",NA,NA,NA,NA,NA,0.522861642797395,0.666995592760198,0.303277386521958
"CG40485",NA,NA,NA,NA,NA,1.23659880142457,0.974244358205795,2.16224495182646
"CG31161",NA,NA,NA,NA,NA,0.549461083259049,0.423810707201839,0.776193170949582
"hog",1.935,4.167,3.677,0.221,-0.652,3.07739430440238,0.722868118272815,0.733214269678932
"twz",-0.647,0.86,-1,0.39,-0.264,1.55167494408051,0.772306809319862,0.895514977017915
"Qsox2",NA,NA,NA,NA,NA,0.52494167710685,0.279512631087726,0.316746783583746
"lovit",NA,NA,NA,NA,NA,0.237719052078531,0.1885266235643,0.129052141295792
"CG31086",NA,NA,NA,NA,NA,1.78443336473581,1.76862264925327,1.01894287972627
"CG32187",NA,NA,NA,NA,NA,0.4608146383683,0.336223166023156,0.780214034424329
"Vha68-3",-0.607,-0.297,-1,0.457,-0.815,0.178911846997124,0.184752193298667,0.441843317020334
"Cpr49Ah",NA,NA,NA,NA,NA,3.29121438796032,0.513838841276524,0.881437170727784
"CR45495",NA,NA,NA,NA,NA,1.28073287224045,1.04776847813458,0.566826475825125
"CG5866",-0.779,0.704,-1,-1,0.403,1.80640626763193,1.20516705105151,1.53723463641711
"inv",-1,-0.737,-1,-0.467,-0.96,0.476730128309477,0.181371987999028,0.706522658496531
"dpr16",NA,NA,NA,NA,NA,0.273989049954301,0.129771319623903,0.190580964279486
"Sox21b",NA,NA,NA,NA,NA,0.584069800822157,0.160415614897368,0.157099221383559
"Desat2",0.54,1.438,-1,0.484,-1,1.07682579176449,0.251361543307788,0.752501738448647
"CG43191",1.143,0.707,5.256,1.536,-1,0.652306147732596,0.555244766059231,1.75291438959219
"CG43347",NA,NA,NA,NA,NA,0.0940708660165128,0.0466253940794345,0.0555304085727958
"CG17139",NA,NA,NA,NA,NA,0.133736248843187,0.133375283275932,0.719319559790623
"ppk17",NA,NA,NA,NA,NA,0.212455738385414,0.16650195073703,0.336251145911762
"CG32036",1.677,1.119,-1,1.925,-0.23,1.72590819891482,0.692112590254445,1.60889814178596
"CG13258",NA,NA,NA,NA,NA,0.769975837339337,0.584716789789499,1.17531808915036
"CG42521",3.16,3.237,0.591,-1,-0.551,6.91157875489122,3.21364121805414,2.63476338765233
"Amt",NA,NA,NA,NA,NA,0.251058034736866,0.183171919295903,0.292302492147543
"CG32532",NA,NA,NA,NA,NA,0.126435243548951,0.0651820775492201,0.099051997036666
"CG34265",NA,NA,NA,NA,NA,1.78510222520422,0.737159858778481,1.03841888797948
"fit",6.279,7.849,3.051,-1,-1,3.56948853154857,2.71444322271163,4.2856866439339
"CG34244",1.452,0.746,2.131,-0.205,-1,0.936937162809828,0.473437038475522,0.573614696160772
